"TEAM","GAME","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF"
2,"31","36","78",".462","6","16",".375","22","25",".880","7","36","43","22","9","1","14","21"
2,"32","31","74",".419","4","16",".250","26","33",".788","15","35","50","14","4","4","13","27"
2,"33","30","72",".417","4","20",".200","19","24",".792","10","30","40","19","7","6","17","24"
2,"34","34","71",".479","5","17",".294","13","21",".619","5","39","44","18","8","7","15","18"
2,"35","26","63",".413","9","25",".360","17","23",".739","7","23","30","21","13","9","19","23"
2,"36","31","74",".419","5","20",".250","16","22",".727","11","26","37","17","4","7","14","22"
2,"37","34","78",".436","7","26",".269","25","38",".658","13","28","41","20","5","4","8","24"
2,"38","43","73",".589","14","22",".636","16","21",".762","10","20","30","31","6","6","16","29"
2,"39","41","75",".547","4","11",".364","23","29",".793","11","31","42","18","10","1","15","22"
2,"40","44","89",".494","7","21",".333","17","22",".773","16","23","39","30","11","5","12","19"
2,"41","29","69",".420","4","16",".250","25","30",".833","12","35","47","17","7","7","23","17"
2,"42","35","84",".417","7","18",".389","16","18",".889","13","25","38","14","11","2","11","23"
2,"43","40","78",".513","10","21",".476","27","35",".771","10","41","51","22","12","5","14","27"
2,"44","33","77",".429","5","11",".455","25","29",".862","12","25","37","13","6","3","8","25"
2,"45","42","74",".568","9","18",".500","20","22",".909","7","22","29","21","8","2","19","29"
2,"46","42","79",".532","8","16",".500","19","25",".760","10","30","40","24","10","5","19","29"
2,"47","34","74",".459","6","16",".375","14","17",".824","5","31","36","21","6","8","15","15"
2,"48","33","71",".465","9","23",".391","23","34",".676","10","36","46","24","9","0","14","19"
2,"49","35","83",".422","10","28",".357","24","29",".828","8","34","42","20","10","6","8","23"
2,"50","38","75",".507","7","21",".333","28","36",".778","10","29","39","29","6","6","15","25"
2,"51","44","99",".444","11","33",".333","19","28",".679","14","33","47","19","8","6","13","33"
2,"52","37","77",".481","11","23",".478","32","46",".696","8","29","37","24","8","3","15","28"
2,"53","30","78",".385","4","17",".235","13","16",".813","8","24","32","14","13","5","20","27"
2,"54","44","76",".579","14","21",".667","10","15",".667","10","27","37","25","6","1","17","26"
2,"55","38","69",".551","8","18",".444","20","25",".800","3","34","37","22","10","8","13","22"
2,"56","34","65",".523","4","12",".333","20","29",".690","5","32","37","27","10","2","19","25"
2,"57","41","86",".477","9","19",".474","17","21",".810","12","32","44","33","9","5","16","20"
2,"58","37","83",".446","7","21",".333","17","21",".810","12","36","48","26","9","7","13","22"
2,"59","35","76",".461","3","8",".375","17","24",".708","10","40","50","23","2","5","11","20"
2,"60","36","79",".456","6","18",".333","38","43",".884","12","43","55","23","9","9","20","26"
2,"61","47","81",".580","15","30",".500","10","15",".667","11","34","45","31","5","6","14","28"
2,"62","37","78",".474","9","23",".391","17","21",".810","13","37","50","24","4","6","14","30"
2,"63","45","89",".506","5","11",".455","16","24",".667","10","36","46","31","7","7","10","17"
2,"64","32","66",".485","3","15",".200","25","34",".735","11","18","29","20","6","7","14","25"
2,"65","41","79",".519","4","14",".286","13","19",".684","12","30","42","28","7","1","10","21"
2,"66","34","73",".466","3","11",".273","22","25",".880","10","30","40","13","9","6","14","24"
2,"67","38","88",".432","3","12",".250","15","17",".882","15","30","45","18","10","4","11","19"
2,"68","30","87",".345","4","16",".250","30","35",".857","12","37","49","16","10","9","8","21"
2,"69","41","74",".554","7","21",".333","17","22",".773","11","33","44","21","4","2","20","26"
2,"70","34","75",".453","7","20",".350","15","20",".750","6","28","34","28","8","5","15","28"
2,"71","45","86",".523","5","13",".385","22","28",".786","17","24","41","27","10","4","14","21"
2,"72","44","74",".595","4","16",".250","20","22",".909","2","38","40","26","2","3","6","24"
2,"73","32","83",".386","7","27",".259","17","22",".773","22","32","54","23","13","4","14","25"
2,"74","35","71",".493","14","25",".560","22","28",".786","11","34","45","24","7","8","19","26"
2,"75","35","79",".443","6","24",".250","16","21",".762","12","39","51","27","9","3","18","24"
2,"76","34","78",".436","6","17",".353","27","34",".794","15","39","54","14","13","5","13","18"
2,"77","36","73",".493","7","22",".318","28","39",".718","8","34","42","21","11","3","23","28"
2,"78","34","76",".447","13","30",".433","14","21",".667","14","32","46","24","6","4","20","21"
2,"79","44","87",".506","10","20",".500","4","5",".800","11","35","46","33","6","4","13","24"
2,"80","34","72",".472","5","12",".417","26","29",".897","8","31","39","21","7","6","12","23"
2,"81","37","77",".481","7","16",".438","18","26",".692","9","34","43","13","7","5","14","20"
2,"82","37","82",".451","8","15",".533","23","30",".767","12","32","44","22","10","6","13","24"
