"TEAM","GAME","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF"
4,"43","37","73",".507","7","13",".538","24","28",".857","13","27","40","23","12","4","16","18"
4,"44","45","82",".549","6","15",".400","3","9",".333","15","28","43","29","8","6","14","19"
4,"45","37","93",".398","7","23",".304","18","22",".818","12","27","39","26","8","4","7","22"
4,"46","37","84",".440","1","12",".083","21","32",".656","12","22","34","28","13","4","10","28"
4,"47","38","84",".452","4","13",".308","19","27",".704","20","22","42","26","10","3","11","23"
4,"48","39","74",".527","8","14",".571","25","32",".781","12","32","44","22","8","3","17","22"
4,"49","39","98",".398","9","20",".450","25","33",".758","20","27","47","19","11","4","10","27"
4,"50","39","79",".494","12","24",".500","13","16",".813","14","29","43","27","6","2","14","20"
4,"51","42","86",".488","8","16",".500","18","24",".750","17","29","46","20","11","4","11","24"
4,"52","39","84",".464","6","12",".500","18","27",".667","22","31","53","27","8","3","11","17"
4,"53","38","79",".481","7","16",".438","13","16",".813","15","30","45","23","5","7","12","15"
4,"54","36","86",".419","5","18",".278","27","31",".871","13","31","44","20","7","0","14","28"
4,"55","40","90",".444","13","27",".481","18","22",".818","15","30","45","27","7","4","8","17"
4,"56","43","92",".467","7","20",".350","27","30",".900","17","30","47","28","10","3","11","14"
4,"57","46","89",".517","11","20",".550","7","10",".700","14","31","45","25","14","4","23","20"
4,"58","42","84",".500","4","16",".250","19","25",".760","15","38","53","32","13","8","16","14"
4,"59","41","74",".554","10","15",".667","23","34",".676","15","24","39","33","12","9","22","20"
4,"60","41","91",".451","5","24",".208","15","23",".652","16","30","46","25","12","4","9","20"
4,"61","28","76",".368","5","13",".385","11","13",".846","13","27","40","17","6","3","20","19"
4,"62","40","83",".482","3","11",".273","20","27",".741","13","28","41","18","12","5","15","19"
4,"63","47","90",".522","7","16",".438","7","8",".875","15","25","40","30","11","5","11","17"
4,"64","37","89",".416","7","19",".368","16","19",".842","15","32","47","20","5","9","8","25"
4,"65","38","86",".442","5","18",".278","17","25",".680","10","33","43","26","8","3","6","27"
4,"66","28","67",".418","3","15",".200","30","37",".811","7","33","40","20","11","6","14","24"
4,"67","38","74",".514","4","15",".267","27","35",".771","12","45","57","22","5","6","15","27"
4,"68","43","86",".500","6","18",".333","16","23",".696","16","26","42","24","6","7","12","15"
4,"69","45","83",".542","8","16",".500","13","20",".650","12","31","43","32","9","7","14","28"
4,"70","36","80",".450","6","14",".429","28","35",".800","19","27","46","19","10","3","14","15"
4,"71","38","81",".469","8","18",".444","26","38",".684","14","31","45","23","12","5","12","25"
4,"72","34","81",".420","4","18",".222","28","34",".824","15","26","41","22","12","5","14","28"
4,"73","47","86",".547","13","20",".650","19","24",".792","14","33","47","38","8","2","17","23"
4,"74","32","79",".405","8","20",".400","18","21",".857","10","26","36","17","9","5","10","20"
4,"75","37","87",".425","6","18",".333","17","28",".607","23","27","50","21","8","2","8","24"
4,"76","42","89",".472","6","18",".333","23","35",".657","26","26","52","23","8","4","17","18"
4,"77","45","83",".542","9","25",".360","13","14",".929","14","24","38","28","11","5","12","22"
4,"78","34","70",".486","11","20",".550","19","24",".792","12","30","42","26","13","2","10","14"
4,"79","33","85",".388","4","18",".222","16","23",".696","18","34","52","21","4","3","13","16"
4,"80","43","87",".494","11","23",".478","13","17",".765","13","40","53","28","12","3","18","19"
4,"81","40","90",".444","11","25",".440","8","13",".615","22","26","48","27","10","6","19","31"
4,"82","41","89",".461","4","13",".308","17","23",".739","12","34","46","17","7","4","9","24"
