"TEAM","GAME","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF"
3,"45","42","81",".519","0","1",".000","24","32",".750","18","31","49","23","10","7","15","23"
3,"46","37","73",".507","1","3",".333","20","27",".741","8","27","35","16","3","7","12","23"
3,"47","52","80",".650","1","2",".500","17","21",".810","7","25","32","37","12","5","11","25"
3,"48","46","84",".548","2","5",".400","8","11",".727","10","25","35","25","8","6","13","16"
3,"49","42","90",".467","1","4",".250","14","22",".636","14","35","49","31","16","4","19","16"
3,"50","45","87",".517","2","4",".500","18","22",".818","13","25","38","24","12","4","10","17"
3,"51","47","98",".480","2","6",".333","22","28",".786","18","32","50","26","4","3","7","21"
3,"52","46","79",".582","6","7",".857","31","37",".838","13","37","50","30","18","4","16","18"
3,"53","49","80",".613","1","5",".200","30","46",".652","11","28","39","28","12","6","9","15"
3,"54","51","91",".560","2","5",".400","25","31",".806","14","30","44","28","14","6","12","19"
3,"55","44","96",".458","4","5",".800","17","24",".708","22","26","48","30","10","5","15","16"
3,"56","46","95",".484","3","11",".273","19","25",".760","20","24","44","20","10","3","19","31"
3,"57","40","82",".488","2","3",".667","22","26",".846","16","31","47","28","10","10","17","21"
3,"58","41","81",".506","2","4",".500","15","19",".789","12","26","38","23","10","7","12","17"
3,"59","52","93",".559","4","10",".400","14","18",".778","17","33","50","35","13","8","16","24"
3,"60","53","92",".576","4","10",".400","21","26",".808","17","25","42","40","8","5","7","17"
3,"61","42","83",".506","2","5",".400","16","23",".696","14","24","38","21","10","3","11","19"
3,"62","40","73",".548","2","3",".667","23","29",".793","9","35","44","20","4","5","14","21"
3,"63","41","78",".526","0","7",".000","20","26",".769","9","20","29","26","17","2","12","22"
3,"64","48","99",".485","3","9",".333","22","26",".846","16","33","49","33","13","6","18","19"
3,"65","52","83",".627","4","5",".800","21","24",".875","6","36","42","42","5","8","18","26"
3,"66","40","82",".488","2","6",".333","8","13",".615","6","29","35","28","10","3","11","23"
3,"67","48","83",".578","8","11",".727","29","34",".853","16","25","41","27","7","4","19","28"
3,"68","38","90",".422","2","14",".143","12","17",".706","22","22","44","21","7","6","18","17"
3,"69","52","99",".525","2","5",".400","22","29",".759","29","30","59","20","7","6","14","24"
3,"70","45","83",".542","3","8",".375","19","23",".826","11","31","42","17","9","5","8","15"
3,"71","46","103",".447","8","14",".571","32","35",".914","14","33","47","26","6","4","14","21"
3,"72","41","77",".532","0","2",".000","24","30",".800","9","19","28","24","17","7","17","20"
3,"73","44","83",".530","0","3",".000","13","18",".722","12","25","37","27","11","2","11","19"
3,"74","38","82",".463","6","15",".400","25","32",".781","10","19","29","23","16","6","15","24"
3,"75","47","96",".490","2","6",".333","15","22",".682","10","22","32","28","16","9","8","24"
3,"76","44","90",".489","3","9",".333","17","25",".680","19","26","45","28","8","2","10","18"
3,"77","40","76",".526","3","5",".600","18","25",".720","8","25","33","27","8","2","9","24"
3,"78","35","76",".461","2","8",".250","19","24",".792","11","30","41","17","4","3","13","29"
3,"79","37","70",".529","0","4",".000","29","35",".829","8","26","34","21","10","6","16","25"
3,"80","43","88",".489","2","8",".250","23","29",".793","16","25","41","24","14","3","16","28"
3,"81","44","82",".537","1","5",".200","26","35",".743","18","26","44","19","11","3","20","22"
3,"82","33","76",".434","0","5",".000","42","47",".894","10","31","41","18","11","3","12","26"
