"TEAM","GAME","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF"
5,"46","35","73",".479","5","15",".333","16","19",".842","9","25","34","23","9","3","13","29"
5,"47","32","75",".427","3","12",".250","21","29",".724","11","22","33","18","5","6","7","20"
5,"48","35","81",".432","8","19",".421","12","18",".667","10","23","33","30","4","7","12","21"
5,"49","41","82",".500","5","15",".333","16","21",".762","16","27","43","26","9","2","14","21"
5,"50","37","82",".451","6","18",".333","9","17",".529","14","31","45","15","7","4","16","14"
5,"51","45","90",".500","8","20",".400","12","15",".800","21","32","53","36","12","7","15","20"
5,"52","53","98",".541","10","21",".476","18","23",".783","20","21","41","42","11","2","7","22"
5,"53","39","74",".527","8","13",".615","17","25",".680","11","28","39","21","8","1","15","19"
5,"54","42","85",".494","11","26",".423","25","32",".781","16","38","54","32","15","1","16","18"
5,"55","46","99",".465","8","17",".471","16","17",".941","28","32","60","33","9","3","14","16"
5,"56","25","76",".329","1","14",".071","19","24",".792","17","31","48","12","6","3","11","15"
5,"57","45","85",".529","10","17",".588","26","38",".684","15","35","50","32","11","5","14","21"
5,"58","41","84",".488","7","17",".412","19","25",".760","15","32","47","30","10","2","14","20"
5,"59","42","103",".408","9","24",".375","18","23",".783","26","38","64","33","16","9","11","13"
5,"60","34","72",".472","4","13",".308","32","39",".821","15","35","50","26","9","5","18","23"
5,"61","32","79",".405","4","18",".222","25","32",".781","15","25","40","15","6","0","11","28"
5,"62","49","91",".538","2","15",".133","17","20",".850","16","35","51","29","8","5","17","23"
5,"63","40","87",".460","8","15",".533","20","25",".800","17","30","47","29","11","4","13","27"
5,"64","37","95",".389","6","20",".300","18","22",".818","23","27","50","25","5","7","12","19"
5,"65","44","82",".537","5","12",".417","6","12",".500","13","31","44","33","12","6","14","18"
5,"66","33","83",".398","4","15",".267","19","26",".731","20","34","54","21","7","5","20","24"
5,"67","40","78",".513","5","8",".625","32","36",".889","14","31","45","26","6","5","14","23"
5,"68","40","85",".471","7","23",".304","16","19",".842","16","41","57","30","5","1","15","26"
5,"69","38","86",".442","5","15",".333","13","15",".867","20","28","48","29","8","3","12","17"
5,"70","40","84",".476","3","11",".273","13","19",".684","15","29","44","26","8","6","14","15"
5,"71","45","90",".500","11","24",".458","10","13",".769","13","23","36","31","9","4","10","16"
5,"72","43","77",".558","5","13",".385","20","29",".690","8","36","44","25","11","8","24","19"
5,"73","43","83",".518","4","13",".308","12","16",".750","7","22","29","27","6","2","11","20"
5,"74","31","64",".484","3","13",".231","19","30",".633","8","29","37","22","7","9","8","16"
5,"75","39","71",".549","10","19",".526","22","31",".710","12","26","38","21","9","3","15","21"
5,"76","53","107",".495","12","22",".545","10","16",".625","28","38","66","36","11","12","16","26"
5,"77","30","76",".395","6","15",".400","20","25",".800","17","31","48","14","13","2","16","24"
5,"78","37","88",".420","9","17",".529","22","28",".786","14","23","37","19","9","4","10","16"
5,"79","38","83",".458","4","13",".308","11","16",".688","14","27","41","26","2","1","10","13"
5,"80","48","96",".500","12","29",".414","9","12",".750","13","37","50","44","8","11","9","22"
5,"81","38","81",".469","7","15",".467","9","14",".643","10","28","38","24","4","2","18","26"
5,"82","40","75",".533","4","11",".364","17","24",".708","5","29","34","31","9","7","14","22"
