"TEAM","GAME","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF"
12,"33","36","86",".419","16","34",".471","17","22",".773","12","27","39","24","4","2","12","25"
12,"34","41","91",".451","5","19",".263","27","29",".931","15","36","51","22","7","5","16","16"
12,"35","44","78",".564","5","16",".313","28","37",".757","8","26","34","28","7","2","13","21"
12,"36","37","83",".446","9","17",".529","25","31",".806","17","36","53","26","6","3","17","16"
12,"37","41","81",".506","5","11",".455","18","24",".750","9","25","34","22","4","4","7","14"
12,"38","47","83",".566","9","16",".563","8","11",".727","8","24","32","20","9","2","11","14"
12,"39","37","93",".398","9","26",".346","20","27",".741","12","28","40","19","7","3","11","24"
12,"40","44","84",".524","10","24",".417","7","15",".467","17","28","45","27","9","7","15","17"
12,"41","43","86",".500","5","21",".238","17","23",".739","17","29","46","25","5","9","13","16"
12,"42","45","84",".536","8","19",".421","19","23",".826","13","28","41","35","8","4","13","18"
12,"43","32","69",".464","7","17",".412","28","32",".875","6","37","43","20","8","8","18","16"
12,"44","43","99",".434","7","22",".318","17","23",".739","11","31","42","19","4","9","12","26"
12,"45","48","95",".505","10","27",".370","26","33",".788","19","34","53","23","5","7","12","25"
12,"46","44","82",".537","4","16",".250","23","28",".821","12","26","38","18","8","3","14","19"
12,"47","44","84",".524","7","16",".438","31","36",".861","13","39","52","25","6","8","16","23"
12,"48","45","89",".506","7","17",".412","18","23",".783","10","35","45","25","6","7","4","20"
12,"49","42","88",".477","9","22",".409","17","29",".586","12","30","42","21","12","3","11","24"
12,"50","43","88",".489","3","20",".150","12","16",".750","12","30","42","25","7","5","6","16"
12,"51","45","99",".455","5","20",".250","10","17",".588","16","40","56","21","7","4","13","18"
12,"52","42","90",".467","5","19",".263","20","26",".769","13","26","39","18","10","2","13","28"
12,"53","42","96",".438","7","21",".333","5","10",".500","28","39","67","30","6","9","23","23"
12,"54","46","92",".500","9","21",".429","28","33",".848","18","25","43","33","10","4","14","17"
12,"55","38","92",".413","7","21",".333","32","38",".842","12","41","53","26","5","3","10","22"
12,"56","43","82",".524","5","13",".385","20","27",".741","4","32","36","32","12","3","15","20"
12,"57","41","78",".526","7","15",".467","18","23",".783","3","27","30","21","10","3","11","21"
12,"58","54","94",".574","9","20",".450","15","20",".750","14","35","49","38","13","7","16","22"
12,"59","28","94",".298","2","21",".095","21","27",".778","22","31","53","14","7","1","14","28"
12,"60","42","94",".447","8","26",".308","19","20",".950","15","28","43","19","12","4","15","32"
12,"61","40","90",".444","4","16",".250","15","21",".714","18","26","44","28","13","13","10","21"
12,"62","41","84",".488","8","19",".421","20","26",".769","6","35","41","23","8","13","4","21"
12,"63","36","82",".439","8","24",".333","14","16",".875","11","27","38","22","6","4","13","25"
12,"64","43","86",".500","2","11",".182","14","20",".700","11","25","36","17","15","4","12","18"
12,"65","43","83",".518","4","9",".444","12","15",".800","11","31","42","17","9","6","11","14"
12,"66","42","80",".525","8","22",".364","15","22",".682","14","35","49","22","8","8","16","22"
12,"67","37","74",".500","7","18",".389","12","15",".800","10","33","43","28","5","5","18","19"
12,"68","45","90",".500","8","16",".500","16","20",".800","11","39","50","24","8","7","22","21"
12,"69","45","91",".495","11","21",".524","16","28",".571","14","25","39","22","16","3","10","24"
12,"70","43","86",".500","5","13",".385","16","17",".941","9","32","41","24","10","4","13","17"
12,"71","35","77",".455","6","18",".333","16","19",".842","7","32","39","24","8","1","13","17"
12,"72","41","87",".471","7","21",".333","14","19",".737","11","26","37","29","11","5","11","17"
12,"73","28","80",".350","4","20",".200","16","23",".696","15","35","50","14","7","7","14","15"
12,"74","38","97",".392","4","14",".286","4","6",".667","18","24","42","22","8","4","10","21"
12,"75","34","72",".472","5","13",".385","31","36",".861","10","31","41","15","13","3","20","20"
12,"76","34","86",".395","7","18",".389","18","21",".857","11","31","42","20","11","4","10","21"
12,"77","33","78",".423","5","20",".250","17","29",".586","9","29","38","21","7","3","10","24"
12,"78","47","92",".511","6","19",".316","22","29",".759","12","38","50","21","11","4","6","15"
12,"79","37","87",".425","5","24",".208","37","46",".804","18","33","51","21","9","2","11","25"
12,"80","38","85",".447","7","18",".389","15","20",".750","14","25","39","19","2","1","11","31"
12,"81","38","84",".452","3","15",".200","13","16",".813","9","38","47","20","13","4","10","21"
12,"82","48","86",".558","8","13",".615","21","24",".875","7","23","30","39","11","8","16","31"
