"TEAM","GAME","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF"
6,"26","32","83",".386","5","22",".227","22","25",".880","14","34","48","23","6","4","7","15"
6,"27","30","95",".316","5","30",".167","18","25",".720","17","38","55","12","6","4","11","22"
6,"28","28","77",".364","11","31",".355","9","15",".600","9","33","42","21","4","2","17","20"
6,"29","33","71",".465","17","41",".415","18","25",".720","10","27","37","21","8","8","17","18"
6,"30","38","86",".442","4","22",".182","13","22",".591","9","35","44","17","12","3","12","16"
6,"31","34","82",".415","12","37",".324","24","39",".615","12","41","53","24","6","1","4","17"
6,"32","41","74",".554","17","33",".515","23","26",".885","11","29","40","25","6","4","13","22"
6,"33","48","89",".539","12","29",".414","13","19",".684","13","31","44","16","9","3","10","20"
6,"34","43","81",".531","13","27",".481","26","29",".897","10","33","43","23","8","5","11","19"
6,"35","35","90",".389","9","32",".281","16","23",".696","13","38","51","20","9","2","10","16"
6,"36","40","97",".412","17","44",".386","13","16",".813","17","29","46","28","12","4","9","21"
6,"37","38","82",".463","10","26",".385","9","11",".818","9","34","43","15","4","2","17","23"
6,"38","34","87",".391","8","35",".229","15","23",".652","17","32","49","19","10","6","14","24"
6,"39","37","77",".481","7","19",".368","17","25",".680","8","28","36","22","3","4","15","25"
6,"40","36","77",".468","5","17",".294","14","20",".700","6","39","45","15","6","3","13","13"
6,"41","42","83",".506","13","28",".464","18","24",".750","14","33","47","29","5","2","13","31"
6,"42","35","94",".372","4","24",".167","9","22",".409","16","32","48","17","5","5","4","18"
6,"43","45","89",".506","11","31",".355","13","20",".650","12","31","43","30","7","3","15","18"
6,"44","45","81",".556","11","28",".393","14","16",".875","10","27","37","34","12","3","13","17"
6,"45","39","83",".470","9","23",".391","27","29",".931","10","37","47","20","4","1","7","25"
6,"46","45","82",".549","9","23",".391","18","21",".857","10","33","43","24","4","4","9","21"
6,"47","44","88",".500","7","22",".318","16","23",".696","10","35","45","22","8","3","16","19"
6,"48","38","83",".458","10","28",".357","11","14",".786","3","25","28","16","9","5","7","19"
6,"49","37","87",".425","8","30",".267","21","35",".600","15","32","47","21","8","6","14","25"
6,"50","39","90",".433","14","41",".341","7","7","1.000","10","39","49","21","6","6","12","17"
6,"51","45","94",".479","16","35",".457","14","19",".737","12","41","53","27","7","5","14","25"
6,"52","48","94",".511","13","31",".419","11","18",".611","13","33","46","26","6","1","6","20"
6,"53","42","91",".462","7","24",".292","15","17",".882","11","41","52","21","8","8","10","22"
6,"54","41","80",".513","10","23",".435","23","27",".852","13","36","49","25","4","1","12","21"
6,"55","34","79",".430","8","26",".308","12","13",".923","5","35","40","19","8","2","17","21"
6,"56","45","91",".495","13","32",".406","11","17",".647","12","35","47","26","11","1","9","20"
6,"57","35","74",".473","12","24",".500","15","21",".714","10","29","39","21","4","0","14","26"
6,"58","32","80",".400","9","29",".310","26","30",".867","6","33","39","20","6","2","14","26"
6,"59","35","83",".422","9","29",".310","21","25",".840","9","31","40","22","4","2","11","15"
6,"60","42","90",".467","12","27",".444","12","16",".750","8","39","47","24","9","5","9","19"
6,"61","42","82",".512","10","30",".333","26","34",".765","15","32","47","27","8","4","15","21"
6,"62","36","80",".450","7","29",".241","24","29",".828","13","36","49","23","9","7","25","22"
6,"63","39","90",".433","13","44",".295","29","35",".829","15","36","51","17","5","1","13","21"
6,"64","45","85",".529","16","35",".457","14","20",".700","9","29","38","22","4","6","8","20"
6,"65","41","84",".488","18","37",".486","14","20",".700","9","40","49","23","3","4","8","19"
6,"66","35","88",".398","10","43",".233","5","8",".625","13","26","39","18","6","3","8","16"
6,"67","39","88",".443","10","37",".270","11","13",".846","13","35","48","21","9","4","16","19"
6,"68","38","76",".500","13","28",".464","20","27",".741","9","32","41","23","7","4","19","21"
6,"69","40","76",".526","10","24",".417","11","13",".846","3","23","26","19","6","3","14","22"
6,"70","48","86",".558","15","31",".484","13","17",".765","8","35","43","38","10","4","12","19"
6,"71","40","83",".482","10","34",".294","23","27",".852","17","25","42","29","6","8","12","17"
6,"72","39","89",".438","10","38",".263","7","9",".778","11","34","45","22","3","2","14","20"
6,"73","37","83",".446","14","34",".412","19","25",".760","15","38","53","21","6","5","9","23"
6,"74","31","86",".360","14","40",".350","24","28",".857","10","28","38","21","5","5","11","31"
6,"75","38","87",".437","12","38",".316","19","24",".792","9","41","50","29","10","7","17","17"
6,"76","39","98",".398","12","38",".316","20","31",".645","11","46","57","27","9","6","12","23"
6,"77","45","83",".542","16","29",".552","6","13",".462","15","31","46","34","7","1","17","19"
6,"78","41","75",".547","18","36",".500","9","10",".900","2","39","41","30","4","8","16","14"
6,"79","35","74",".473","8","29",".276","31","34",".912","7","26","33","15","7","3","10","19"
6,"80","36","83",".434","19","40",".475","11","18",".611","12","30","42","24","5","5","15","18"
6,"81","40","83",".482","11","29",".379","18","20",".900","9","38","47","17","9","4","15","14"
6,"82","46","97",".474","7","18",".389","11","15",".733","8","35","43","21","4","7","10","23"
