"TEAM","GAME","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF"
8,"41","45","94",".479","17","40",".425","19","22",".864","12","34","46","32","13","8","17","22"
8,"42","42","89",".472","8","23",".348","22","25",".880","9","38","47","29","9","3","13","20"
8,"43","48","113",".425","9","33",".273","6","12",".500","15","33","48","31","9","2","13","15"
8,"44","37","86",".430","8","27",".296","18","25",".720","11","30","41","21","8","2","13","19"
8,"45","40","87",".460","12","32",".375","14","18",".778","9","35","44","27","11","8","15","20"
8,"46","46","91",".505","10","23",".435","19","26",".731","14","35","49","33","13","5","11","23"
8,"47","45","86",".523","19","38",".500","19","25",".760","10","36","46","29","5","5","13","22"
8,"48","47","103",".456","12","33",".364","10","15",".667","19","32","51","31","7","7","14","24"
8,"49","37","81",".457","12","25",".480","20","24",".833","12","36","48","21","8","5","14","19"
8,"50","34","85",".400","7","29",".241","14","19",".737","6","34","40","26","15","5","14","14"
8,"51","40","90",".444","7","27",".259","7","9",".778","10","39","49","26","7","6","15","18"
8,"52","41","84",".488","17","33",".515","11","18",".611","7","33","40","29","10","5","12","18"
8,"53","34","89",".382","9","26",".346","21","22",".955","13","32","45","19","9","5","9","25"
8,"54","45","90",".500","12","23",".522","12","17",".706","4","25","29","27","12","1","9","17"
8,"55","39","92",".424","11","29",".379","10","19",".526","14","30","44","32","10","6","14","24"
8,"56","42","87",".483","13","28",".464","16","19",".842","9","38","47","31","11","5","12","22"
8,"57","40","95",".421","12","34",".353","14","17",".824","15","40","55","19","4","8","10","18"
8,"58","42","90",".467","11","30",".367","13","18",".722","17","33","50","26","11","7","15","20"
8,"59","37","73",".507","14","34",".412","14","25",".560","4","30","34","30","16","8","16","24"
8,"60","38","81",".469","11","23",".478","17","19",".895","9","42","51","28","5","11","22","21"
8,"61","40","80",".500","10","22",".455","16","23",".696","7","30","37","23","13","3","13","15"
8,"62","35","83",".422","13","31",".419","15","19",".789","9","39","48","17","11","8","18","21"
8,"63","44","84",".524","7","20",".350","10","13",".769","10","32","42","29","5","6","17","11"
8,"64","39","92",".424","8","19",".421","17","22",".773","9","26","35","29","5","10","8","25"
8,"65","45","90",".500","19","34",".559","16","17",".941","8","34","42","34","13","6","9","16"
8,"66","40","84",".476","7","27",".259","21","23",".913","7","30","37","28","16","7","14","21"
8,"67","44","84",".524","14","30",".467","12","20",".600","10","34","44","39","8","7","18","23"
8,"68","44","88",".500","5","19",".263","19","23",".826","12","30","42","29","9","6","10","19"
8,"69","38","78",".487","8","18",".444","22","26",".846","7","30","37","25","11","3","10","17"
8,"70","39","95",".411","13","33",".394","16","21",".762","19","43","62","23","9","6","11","14"
8,"71","50","83",".602","12","26",".462","10","11",".909","6","40","46","37","4","5","13","18"
8,"72","39","90",".433","16","31",".516","13","17",".765","14","29","43","28","15","5","14","17"
8,"73","42","82",".512","12","25",".480","12","14",".857","7","38","45","27","7","8","22","23"
8,"74","38","85",".447","8","21",".381","26","34",".765","10","33","43","28","6","1","9","20"
8,"75","43","93",".462","10","26",".385","11","17",".647","15","35","50","29","6","5","13","20"
8,"76","43","95",".453","14","36",".389","23","32",".719","17","38","55","28","12","4","14","37"
8,"77","39","91",".429","9","28",".321","5","10",".500","10","29","39","25","4","2","10","13"
8,"78","42","95",".442","9","22",".409","7","10",".700","11","39","50","25","6","12","11","21"
8,"79","48","90",".533","12","26",".462","8","9",".889","9","35","44","27","6","5","13","12"
8,"80","42","93",".452","11","31",".355","15","21",".714","13","37","50","28","10","5","12","19"
8,"81","39","74",".527","13","24",".542","20","27",".741","6","33","39","30","9","7","21","22"
8,"82","47","90",".522","13","28",".464","26","34",".765","14","27","41","30","11","6","13","25"
